X,Y,LandArea,TotalLanguageRichness,ThreatenedLanguageRichness,ExtinctLanguageRichness,ProportionThreatened,ProportionExtinct
2026211.628,7043497.564,NA,0,0,0,,
2219184.164,7043497.564,NA,0,0,0,,
2412156.7,7043497.564,29.87286568,0,0,0,,
2605129.236,7043497.564,NA,0,0,0,,
2798101.772,7043497.564,NA,0,0,0,,
2991074.308,7043497.564,NA,0,0,0,,
3184046.844,7043497.564,NA,0,0,0,,
3377019.38,7043497.564,NA,0,0,0,,
3569991.916,7043497.564,NA,0,0,0,,
3762964.452,7043497.564,NA,0,0,0,,
3955936.988,7043497.564,NA,0,0,0,,
4148909.524,7043497.564,NA,0,0,0,,
4341882.06,7043497.564,NA,0,0,0,,
4534854.596,7043497.564,NA,0,0,0,,
4727827.132,7043497.564,NA,0,0,0,,
4920799.668,7043497.564,1137.156982,1,0,0,0,0
5113772.204,7043497.564,11014.74316,2,0,0,0,0
5306744.74,7043497.564,18959.17969,1,0,0,0,0
5499717.276,7043497.564,12048.875,0,0,0,,
5692689.812,7043497.564,8925.614258,0,0,0,,
5885662.348,7043497.564,6514.977539,0,0,0,,
6078634.884,7043497.564,4236.030762,0,0,0,,
6271607.42,7043497.564,3825.03833,0,0,0,,
6464579.956,7043497.564,3750.316406,0,0,0,,
6657552.492,7043497.564,9992.138672,0,0,0,,
6850525.028,7043497.564,14775.02148,1,0,0,0,0
7043497.564,7043497.564,4437.065918,1,0,0,0,0
7236470.1,7043497.564,6477.399414,1,0,0,0,0
7429442.636,7043497.564,5274,1,0,0,0,0
7622415.172,7043497.564,9762.385742,1,0,0,0,0
7815387.708,7043497.564,11742.8125,3,1,0,0.333333333,0
8008360.244,7043497.564,16213.05469,4,2,0,0.5,0
8201332.78,7043497.564,19810.2168,1,1,0,1,0
8394305.316,7043497.564,25607.73438,1,1,0,1,0
8587277.852,7043497.564,29880.01953,2,1,0,0.5,0
8780250.388,7043497.564,31573.51367,2,1,0,0.5,0
8973222.924,7043497.564,33124.87891,2,1,0,0.5,0
9166195.46,7043497.564,34813.09375,2,1,0,0.5,0
9359167.996,7043497.564,34125.67969,1,0,0,0,0
9552140.532,7043497.564,35405.59766,1,0,0,0,0
9745113.068,7043497.564,36900.46484,3,1,0,0.333333333,0
9938085.604,7043497.564,37238.39844,3,1,0,0.333333333,0
10131058.14,7043497.564,36977.16016,1,0,0,0,0
10324030.68,7043497.564,34403.60547,1,0,0,0,0
10517003.21,7043497.564,33190.77734,2,0,0,0,0
10709975.75,7043497.564,32618.96484,1,0,0,0,0
10902948.28,7043497.564,26654.87891,2,0,0,0,0
11095920.82,7043497.564,18424.69922,1,0,0,0,0
11288893.36,7043497.564,18286.8418,1,0,0,0,0
11481865.89,7043497.564,15579.0918,1,0,0,0,0
11674838.43,7043497.564,13723.78516,1,0,0,0,0
11867810.96,7043497.564,14947.77539,1,0,0,0,0
12060783.5,7043497.564,18450.7793,1,0,0,0,0
12253756.04,7043497.564,17231.69727,2,0,0,0,0
12446728.57,7043497.564,9915.214844,2,0,0,0,0
12639701.11,7043497.564,18.56364632,1,0,0,0,0
12832673.64,7043497.564,3358.478027,1,0,0,0,0
13025646.18,7043497.564,3016.774658,1,0,0,0,0
13218618.72,7043497.564,5000.668457,2,0,0,0,0
13411591.25,7043497.564,12183.48535,2,0,0,0,0
13604563.79,7043497.564,20817.81641,2,0,0,0,0
13797536.32,7043497.564,20507.25195,2,0,0,0,0
13990508.86,7043497.564,12707.80664,1,0,0,0,0
14183481.4,7043497.564,11305.68262,1,0,0,0,0
14376453.93,7043497.564,10866.83301,1,0,0,0,0
14569426.47,7043497.564,2575.974609,2,0,0,0,0
14762399,7043497.564,62.34924316,0,0,0,,
14955371.54,7043497.564,NA,0,0,0,,
15148344.08,7043497.564,NA,0,0,0,,
15341316.61,7043497.564,NA,0,0,0,,
15534289.15,7043497.564,NA,0,0,0,,
15727261.68,7043497.564,NA,0,0,0,,
15920234.22,7043497.564,NA,0,0,0,,
16113206.76,7043497.564,NA,0,0,0,,
16306179.29,7043497.564,NA,0,0,0,,
16499151.83,7043497.564,NA,0,0,0,,
16692124.36,7043497.564,NA,0,0,0,,
16885096.9,7043497.564,NA,0,0,0,,
17078069.44,7043497.564,NA,0,0,0,,
17271041.97,7043497.564,825.2416992,0,0,0,,
-17271041.97,6850525.028,18315.22656,2,0,0,0,0
-17078069.44,6850525.028,11035.56445,2,0,0,0,0
-16885096.9,6850525.028,3750.906494,1,0,0,0,0
-16692124.36,6850525.028,416.3681641,1,0,0,0,0
-16499151.83,6850525.028,NA,0,0,0,,
-16306179.29,6850525.028,NA,0,0,0,,
-16113206.76,6850525.028,892.8723145,1,0,0,0,0
-15920234.22,6850525.028,9234.320313,2,0,0,0,0
-15727261.68,6850525.028,23592.2207,2,0,0,0,0
-15534289.15,6850525.028,30639.0918,3,0,0,0,0
-15341316.61,6850525.028,34062.63281,3,0,0,0,0
-15148344.08,6850525.028,36348.85156,2,0,0,0,0
-14955371.54,6850525.028,35368.96875,2,0,0,0,0
-14762399,6850525.028,34261.48438,1,0,0,0,0
-14569426.47,6850525.028,31175.05664,2,1,0,0.5,0
-14376453.93,6850525.028,30989.12695,1,0,0,0,0
-14183481.4,6850525.028,29015.54102,2,1,0,0.5,0
-13990508.86,6850525.028,27672.04688,2,1,0,0.5,0
-13797536.32,6850525.028,27577.05078,1,0,0,0,0
-13604563.79,6850525.028,24464.28711,1,0,0,0,0
-13411591.25,6850525.028,22329.09961,1,1,0,1,0
-13218618.72,6850525.028,18215.27734,0,0,0,,
-13025646.18,6850525.028,22200.29688,2,1,0,0.5,0
-12832673.64,6850525.028,23422.13477,3,1,0,0.333333333,0
-12639701.11,6850525.028,25673.48047,0,0,0,,
-12446728.57,6850525.028,26877.63477,0,0,0,,
-12253756.04,6850525.028,27419.07617,1,0,0,0,0
-12060783.5,6850525.028,24326.29883,1,0,0,0,0
-11867810.96,6850525.028,24459.33398,0,0,0,,
-11674838.43,6850525.028,24140.33008,0,0,0,,
-11481865.89,6850525.028,21071.31836,0,0,0,,
-11288893.36,6850525.028,26157.63867,0,0,0,,
-11095920.82,6850525.028,27778.81445,1,0,0,0,0
-10902948.28,6850525.028,25740.99219,0,0,0,,
-10709975.75,6850525.028,30577.46875,0,0,0,,
-10517003.21,6850525.028,28149.88867,1,0,0,0,0
-10324030.68,6850525.028,30553.13867,1,0,0,0,0
-10131058.14,6850525.028,31338.01172,1,0,0,0,0
-9938085.604,6850525.028,22080.94336,0,0,0,,
-9745113.068,6850525.028,11568.6748,0,0,0,,
-9552140.532,6850525.028,12530.8877,0,0,0,,
-9359167.996,6850525.028,23634.10352,1,0,0,0,0
-9166195.46,6850525.028,23745.23047,1,0,0,0,0
-8973222.924,6850525.028,33268.36328,1,0,0,0,0
-8780250.388,6850525.028,21278.02148,0,0,0,,
-8587277.852,6850525.028,20849.79688,1,0,0,0,0
-8394305.316,6850525.028,13443.75488,0,0,0,,
-8201332.78,6850525.028,30734.70313,0,0,0,,
-8008360.244,6850525.028,33952.22266,0,0,0,,
-7815387.708,6850525.028,15103.86328,1,0,0,0,0
-7622415.172,6850525.028,11345.13867,0,0,0,,
-7429442.636,6850525.028,19150.8125,0,0,0,,
-7236470.1,6850525.028,26098.88086,0,0,0,,
-7043497.564,6850525.028,28967.36133,0,0,0,,
-6850525.028,6850525.028,34839.46875,0,0,0,,
-6657552.492,6850525.028,29728.21094,1,0,0,0,0
-6464579.956,6850525.028,15678.24512,0,0,0,,
-6271607.42,6850525.028,7723.631836,1,0,0,0,0
-6078634.884,6850525.028,1608.794067,1,0,0,0,0
-5885662.348,6850525.028,3.562747002,0,0,0,,
-5692689.812,6850525.028,NA,0,0,0,,
-5499717.276,6850525.028,NA,0,0,0,,
-5306744.74,6850525.028,3359.528564,1,0,0,0,0
-5113772.204,6850525.028,20700.24609,1,0,0,0,0
-4920799.668,6850525.028,26255.89648,1,0,0,0,0
-4727827.132,6850525.028,37233.96875,0,0,0,,
-4534854.596,6850525.028,37238.39844,0,0,0,,
-4341882.06,6850525.028,37238.39844,0,0,0,,
-4148909.524,6850525.028,37238.39844,0,0,0,,
-3955936.988,6850525.028,37238.39844,0,0,0,,
-3762964.452,6850525.028,37238.39844,0,0,0,,
-3569991.916,6850525.028,37238.39844,0,0,0,,
-3377019.38,6850525.028,37235.26953,0,0,0,,
-3184046.844,6850525.028,31559.86328,0,0,0,,
-2991074.308,6850525.028,26514.26367,0,0,0,,
-2798101.772,6850525.028,23674.18945,0,0,0,,
-2605129.236,6850525.028,19425.27148,0,0,0,,
-2412156.7,6850525.028,11239.53613,0,0,0,,
-2219184.164,6850525.028,8000.641113,1,0,0,0,0
-2026211.628,6850525.028,966.2115479,1,0,0,0,0
-1833239.092,6850525.028,NA,0,0,0,,
-1640266.556,6850525.028,NA,0,0,0,,
-1447294.02,6850525.028,NA,0,0,0,,
-1254321.484,6850525.028,NA,0,0,0,,
-1061348.948,6850525.028,NA,0,0,0,,
-868376.412,6850525.028,369.1332397,0,0,0,,
-675403.876,6850525.028,16.88274574,0,0,0,,
-482431.34,6850525.028,NA,0,0,0,,
-289458.804,6850525.028,NA,0,0,0,,
-96486.268,6850525.028,NA,0,0,0,,
96486.268,6850525.028,NA,0,0,0,,
289458.804,6850525.028,NA,0,0,0,,
482431.34,6850525.028,NA,0,0,0,,
675403.876,6850525.028,NA,0,0,0,,
868376.412,6850525.028,NA,0,0,0,,
1061348.948,6850525.028,1.19056797,1,0,0,0,0
1254321.484,6850525.028,774.7791748,1,0,0,0,0
1447294.02,6850525.028,9672.161133,4,1,0,0.25,0
1640266.556,6850525.028,18188.06445,5,1,0,0.2,0
1833239.092,6850525.028,25863.66602,4,0,0,0,0
2026211.628,6850525.028,27329.25391,6,0,0,0,0
2219184.164,6850525.028,31401.90625,6,0,0,0,0
2412156.7,6850525.028,33630.94141,5,0,0,0,0
2605129.236,6850525.028,34177.76563,6,2,0,0.333333333,0
2798101.772,6850525.028,33098.94922,6,2,0,0.333333333,0
2991074.308,6850525.028,26831.1582,5,1,0,0.2,0
3184046.844,6850525.028,22982.87695,3,2,1,0.666666667,0.333333333
3377019.38,6850525.028,20703.25,3,2,0,0.666666667,0
3569991.916,6850525.028,17483.18164,3,2,0,0.666666667,0
3762964.452,6850525.028,11669.89648,3,2,0,0.666666667,0
3955936.988,6850525.028,4336.466309,1,1,0,1,0
4148909.524,6850525.028,722.2702026,2,0,0,0,0
4341882.06,6850525.028,10717.41797,2,0,0,0,0
4534854.596,6850525.028,1713.604614,1,0,0,0,0
4727827.132,6850525.028,12591.07227,2,0,0,0,0
4920799.668,6850525.028,13009.35449,2,0,0,0,0
5113772.204,6850525.028,16183.61133,2,0,0,0,0
5306744.74,6850525.028,17429.84766,2,0,0,0,0
5499717.276,6850525.028,17532.55469,3,0,0,0,0
5692689.812,6850525.028,18914.27344,3,0,0,0,0
5885662.348,6850525.028,23124.22461,3,0,0,0,0
6078634.884,6850525.028,24565.125,3,0,0,0,0
6271607.42,6850525.028,21193.41406,2,0,0,0,0
6464579.956,6850525.028,23197.86328,3,0,0,0,0
6657552.492,6850525.028,34141.49219,1,0,0,0,0
6850525.028,6850525.028,37229.41406,2,0,0,0,0
7043497.564,6850525.028,15472.18262,2,0,0,0,0
7236470.1,6850525.028,30229.17383,2,0,0,0,0
7429442.636,6850525.028,32065.45508,2,0,0,0,0
7622415.172,6850525.028,36267.51172,2,0,0,0,0
7815387.708,6850525.028,37215.96484,2,0,0,0,0
8008360.244,6850525.028,34003.0625,3,1,0,0.333333333,0
8201332.78,6850525.028,37054.92188,3,1,0,0.333333333,0
8394305.316,6850525.028,37238.39844,3,1,0,0.333333333,0
8587277.852,6850525.028,37238.39844,5,3,0,0.6,0
8780250.388,6850525.028,37238.39844,2,1,0,0.5,0
8973222.924,6850525.028,37238.39844,3,2,0,0.666666667,0
9166195.46,6850525.028,37238.39844,3,2,0,0.666666667,0
9359167.996,6850525.028,37238.39844,2,1,0,0.5,0
9552140.532,6850525.028,37238.39844,2,1,0,0.5,0
9745113.068,6850525.028,37238.39844,2,1,0,0.5,0
9938085.604,6850525.028,37238.39844,3,1,0,0.333333333,0
10131058.14,6850525.028,37238.39844,1,1,0,1,0
10324030.68,6850525.028,37238.39844,1,0,0,0,0
10517003.21,6850525.028,37238.39844,1,0,0,0,0
10709975.75,6850525.028,37238.39844,1,0,0,0,0
10902948.28,6850525.028,37238.39844,1,0,0,0,0
11095920.82,6850525.028,37238.39844,1,0,0,0,0
11288893.36,6850525.028,37238.39844,1,0,0,0,0
11481865.89,6850525.028,37238.39844,1,0,0,0,0
11674838.43,6850525.028,37238.39844,1,0,0,0,0
11867810.96,6850525.028,37238.39844,1,0,0,0,0
12060783.5,6850525.028,37238.39844,1,0,0,0,0
12253756.04,6850525.028,37238.39844,2,0,0,0,0
12446728.57,6850525.028,37165.0625,1,0,0,0,0
12639701.11,6850525.028,34878.52344,1,0,0,0,0
12832673.64,6850525.028,37238.39844,1,0,0,0,0
13025646.18,6850525.028,37238.39844,1,0,0,0,0
13218618.72,6850525.028,37238.39844,1,0,0,0,0
13411591.25,6850525.028,37238.39844,1,0,0,0,0
13604563.79,6850525.028,37238.39844,1,0,0,0,0
13797536.32,6850525.028,37238.39844,1,0,0,0,0
13990508.86,6850525.028,37238.39844,1,0,0,0,0
14183481.4,6850525.028,37238.39844,1,0,0,0,0
